pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2,pl_density,pl_rade,pl_bmasse
Kepler-712,c,2016,294.90973399999996,42.935261,0.003254299159242591,2455040.36031,0.00474,-0.00474,1,0.31354,2,0,1,Kepler,,,,,0.84,0.03,-0.04,0.78,0.02,-0.02,5148.0,83.48,-78.09,15.859000000000002,14.399000000000001,13.982000000000001,,,,0.433,0.023,-0.037000000000000005,0.0659,,,,226.89047,0.001096,-0.001096,,,,1.006699397865041,4.853488656496449,20.944891994589067
Kepler-713,b,2016,295.651502,43.029831,0.0005262414403728619,2455008.34658,0.00149,-0.00149,1,0.10355,1,0,1,Kepler,,,,,0.98,0.11,-0.08,0.99,0.2,-0.12,5785.0,265.49,-233.97,15.030999999999999,13.802,13.454,,,,0.221,0.045,-0.026000000000000002,0.0211,,,,7.411141,1.344e-05,-1.344e-05,,,,2.4242852412167206,2.4771847415374486,6.706179379147638
Kepler-715,b,2016,283.630767,43.379397999999995,0.0010957054508244474,2455009.9688,0.0015300000000000001,-0.0015300000000000001,1,0.21741999999999997,1,0,1,Kepler,,,,,1.04,0.06,-0.06,1.04,0.23,-0.1,5871.0,99.55,-97.1,15.062999999999999,13.984000000000002,13.655,,,,0.335,0.07400000000000001,-0.045,0.0426,,,,10.00652995,1.932e-05,-1.932e-05,,,,1.405248923613542,3.755008544864458,13.539490120933145
Kepler-716,b,2016,290.393214,43.363898999999996,0.0011643437316384013,2455005.61796,0.0011099999999999999,-0.0011099999999999999,1,0.126996,1,0,1,Kepler,,,,,0.83,0.04,-0.04,0.78,0.04,-0.04,5099.0,52.72,-72.75,15.193,13.67,13.249,,,,0.259,0.031,-0.015,0.0275,,,,10.37168453,1.449e-05,-1.449e-05,,,,1.9629601581866807,2.9031260093131186,8.740281181353557
Kepler-717,b,2016,292.965535,43.34639,0.0006819311632927307,2455005.1893,0.0028899999999999998,-0.0028899999999999998,1,0.20554,1,0,1,Kepler,,,,,0.88,0.05,-0.05,0.85,0.09,-0.06,5485.0,120.85,-81.84,15.662,14.43,13.966,,,,0.21600000000000003,0.022000000000000002,-0.031,0.0203,,,,4.40840023,1.493e-05,-1.493e-05,,,,2.4981175347052367,2.4211398378827553,6.451916653871898
Kepler-719,b,2016,295.536136,43.884453,0.006351055674316021,2455006.433852,0.000198,-0.000198,1,0.175929,1,0,1,Kepler,,,,,0.99,0.08,-0.07,0.98,0.21,-0.1,5777.0,199.43,-220.79,15.812999999999999,14.572000000000001,14.207,,,,0.76,0.163,-0.08,0.172,,,,5.00731778,1.25e-06,-1.25e-06,,,,0.4859210951587824,8.518825355513398,54.66648593428406
Kepler-694,b,2016,291.14950699999997,40.420518,0.0007313136732583758,2455004.13543,0.00103,-0.00103,1,0.12373800000000001,1,0,1,Kepler,,,,,0.97,0.05,-0.06,0.95,0.14,-0.07,5700.0,110.52,-116.69,15.09,13.882,13.522,,,,0.25,0.046,-0.02,0.0259,,,,6.36584161,8.1e-06,-8.1e-06,,,,2.0556909378649753,2.80224518273467,8.231755730802076
Kepler-695,b,2016,299.316097,40.822362,0.011148964889293149,2455002.949006,7.8e-05,-7.8e-05,1,0.076642,1,0,1,Kepler,,,,,0.84,0.05,-0.05,0.8,0.06,-0.05,5181.0,199.46,-197.86,15.027999999999999,13.514000000000001,13.015999999999998,,,,0.8220000000000001,0.063,-0.05,0.196,,,,3.04033042,3e-07,-3e-07,,,,0.4376417057315221,9.213782160831597,62.294367692556264
Kepler-696,b,2016,293.49661000000003,41.137592,0.002718845270975313,2455004.4412490004,0.00031099999999999997,-0.00031099999999999997,1,0.118346,1,0,1,Kepler,,,,,1.06,0.08,-0.07,1.08,0.29,-0.12,5903.0,106.82,-160.15,15.27,14.069,13.77,,,,0.5479999999999999,0.145,-0.062,0.0984,,,,4.19042557,1.6e-06,-1.6e-06,,,,0.7415347473134618,6.142521440554396,31.274315208916
Kepler-697,b,2016,283.86439,41.346458,0.0018467205404096368,2455004.987861,0.000629,-0.000629,1,0.129,1,0,1,Kepler,,,,,0.92,0.05,-0.06,0.88,0.12,-0.07,5513.0,113.01,-134.25,15.581,14.306,13.934000000000001,,,,0.368,0.049,-0.027999999999999997,0.0502,,,,3.70987065,3.05e-06,-3.05e-06,,,,1.249218319513252,4.124904908985434,15.954986011052675
Kepler-698,b,2016,288.509997,41.301769,0.0013719421195895322,2455010.29511,0.0017399999999999998,-0.0017399999999999998,1,0.26554,1,0,1,Kepler,,,,,0.94,0.05,-0.06,0.91,0.11,-0.07,5612.0,128.36,-116.05,15.447000000000001,14.255,13.87,,,,0.32799999999999996,0.04,-0.04,0.0413,,,,16.32976218,3.512e-05,-3.512e-05,,,,1.4514651200853104,3.676545679747887,13.12631319236007
Kepler-699,b,2016,296.888201,41.396091,0.027512695494836523,2455019.713532,0.000147,-0.000147,1,0.175242,1,0,1,Kepler,,,,,0.81,0.06,-0.07,0.78,0.08,-0.07,5330.0,112.77,-71.24,15.482000000000001,14.235999999999999,13.744000000000002,,,,1.2590000000000001,0.124,-0.10800000000000001,,,,,27.80756293,5.29e-06,-5.29e-06,,,,,14.1121067402518,
Kepler-700,b,2016,287.1543,41.565788,0.0032674649276914587,2455036.89696,0.00146,-0.00146,1,0.46308,1,0,1,Kepler,,,,,0.98,0.04,-0.05,0.96,0.15,-0.07,5692.0,77.65,-115.63,15.200999999999999,13.935,13.585,,,,0.534,0.081,-0.045,0.0944,,,,80.8720639,0.0001727,-0.0001727,,,,0.7688228926843141,5.985595710321256,30.003001582537298
Kepler-701,b,2016,288.99418199999997,41.633278000000004,0.0009579731941658692,2455003.93685,0.00149,-0.00149,1,0.142817,1,0,1,Kepler,,,,,0.88,0.04,-0.05,0.84,0.07,-0.05,5343.0,73.58,-88.55,15.017999999999999,13.655999999999999,13.279000000000002,,,,0.253,0.02,-0.04,0.0266,,,,10.35533177,2.064e-05,-2.064e-05,,,,2.0370334304692435,2.8358721249274863,8.45423561541835
Kepler-702,b,2016,293.878112,41.661770000000004,0.009553897806394096,2455009.5225029998,0.00014199999999999998,-0.00014199999999999998,1,0.10505,1,0,1,Kepler,,,,,0.9,0.05,-0.05,0.86,0.08,-0.05,5419.0,122.25,-143.8,15.305,13.968,13.532,,,,0.818,0.075,-0.052000000000000005,0.194,,,,10.52629406,1.9e-06,-1.9e-06,,,,0.4395617585877222,9.168946237907841,61.65871087936691
Kepler-703,b,2016,299.18686099999996,41.742682,0.0035082101996468103,2455002.9738229997,0.000301,-0.000301,1,0.11312,1,0,1,Kepler,,,,,1.18,0.2,-0.12,1.27,0.57,-0.21,6185.0,197.61,-248.39,15.287,13.981,13.644,,,,0.732,0.331,-0.124,0.161,,,,4.58352176,1.73e-06,-1.73e-06,,,,0.5090620430712366,8.204973895047114,51.17037346174264
Kepler-704,b,2016,283.316391,41.83712,0.0006220714397012218,2455004.9037099998,0.00206,-0.00206,1,0.141275,1,0,1,Kepler,,,,,0.97,0.04,-0.05,0.96,0.22,-0.08,5616.0,77.94,-102.76,15.257,13.955,13.626,,,,0.233,0.054000000000000006,-0.038,0.023,,,,3.76182115,1.161e-05,-1.161e-05,,,,2.254956436982235,2.6116925103087127,7.31005335167752
Kepler-720,b,2016,298.635649,44.170944,0.0070180710196611025,2455004.44652,0.000125,-0.000125,1,0.1322729,1,0,1,Kepler,,,,,0.95,0.11,-0.07,0.92,0.18,-0.09,5618.0,328.49,-250.53,15.113,13.785,13.39,,,,0.75,0.14400000000000002,-0.071,0.168,,,,4.70832654,7.3e-07,-7.3e-07,,,,0.4938596847723665,8.406735548204011,53.39517230790537
Kepler-721,b,2016,284.430506,44.480534000000006,0.0009667310934144152,2455004.727421,0.0009789999999999998,-0.0009789999999999998,1,0.12420999999999999,1,0,1,Kepler,,,,,0.82,0.04,-0.04,0.78,0.04,-0.04,5075.0,53.6,-56.09,15.651,14.187000000000001,13.739,,,,0.23600000000000002,0.012,-0.012,0.0235,,,,5.39202539,6.77e-06,-6.77e-06,,,,2.217225867412541,2.645319452501529,7.468967554974857
PH1,b,2012,298.215108,39.955104,0.001071227906951582,2455074.49,0.052,-0.036,1,,1,0,1,Kepler,90.05,0.053,-0.053,341.88,1.53,0.09,-0.09,1.73,0.04,-0.04,6407.0,150.0,-150.0,13.718,12.714,12.460999999999999,0.652,0.012,-0.012,0.551,0.015,-0.015,0.531,,,481.0,138.317,0.04,-0.027,0.0702,0.0029,-0.0039,3.936568453438325,6.176148382747214,168.76688390177233
POTS-1,b,2013,203.608877,-66.58111600000001,0.026862480314678586,2454231.65488,0.00044,-0.00044,1,,1,0,0,La Silla Observatory,88.06,0.47,-0.34,,0.69,0.05,-0.05,0.59,0.02,-0.03,4400.0,200.0,-200.0,17.94,15.171,14.375,0.03734,0.0009,-0.0009,0.941,0.036000000000000004,-0.047,2.31,0.77,-0.77,843.3829623160457,3.1606296,1.57e-06,-1.57e-06,,,,3.4381212842026176,10.547650867813298,734.1836192336988
Qatar-2,b,2011,207.655866,-6.804028,0.027294601265650364,2455624.267096,8.7e-05,-8.7e-05,1,,1,1,0,Qatar,86.12,0.08,-0.08,,0.74,0.02,-0.02,0.78,0.01,-0.01,4645.0,50.0,-50.0,13.3,11.35,10.794,0.02153,0.0002,-0.0002,1.254,0.013000000000000001,-0.013000000000000001,2.494,0.054,-0.054,1344.0,1.33711647,2.6e-07,-2.6e-07,0.0,,,1.5684906096340476,14.056061836597106,792.664046047119
Kepler-83,b,2012,282.232525,43.665627,0.001926495260658726,,,,1,,3,0,1,Kepler,,,,,,,,0.59,0.03,-0.03,4648.0,116.0,-116.0,15.777000000000001,13.737,13.079,0.07295,0.0028399999999999996,-0.0028399999999999996,0.252,0.037000000000000005,-0.037000000000000005,0.132,0.078,-0.066,460.0,9.77,,,,,,10.229405441628597,2.8246631441965477,41.953349670497076
Kepler-84,c,2012,298.252049,40.496077,0.00034345043737354534,,,,1,,5,0,1,Kepler,,,,,,,,1.17,0.22,-0.22,6031.0,143.0,-143.0,14.764000000000001,13.583,13.234000000000002,,,,0.21100000000000002,0.01,-0.01,0.064,0.042,-0.032,,12.883,,,,,,8.449104691238752,2.365094934228062,20.34101802205919
Kepler-85,b,2012,290.973429,45.290318,0.0004129678179911311,,,,1,,4,0,1,Kepler,,,,,,,,0.89,0.13,-0.13,5436.0,100.0,-100.0,14.779000000000002,13.552,13.192,,,,0.17600000000000002,0.009000000000000001,-0.009000000000000001,0.0143,,,,8.306,,,,,,3.2529404829562822,1.972780608645208,4.54494621430385
Kepler-87,b,2013,297.916877,46.96513,0.004621480070528377,,,,1,,2,0,1,Kepler,89.274,0.034,-0.03,238.6,1.1,0.05,-0.05,1.82,0.04,-0.04,5600.0,50.0,-50.0,14.6,13.389000000000001,13.033,0.481,0.026,-0.028,1.204,0.049,-0.049,1.02,0.028,-0.028,478.0,114.73635,0.00015,-0.00015,0.036,0.009,-0.009,0.7247676398882157,13.495612800050171,324.18497472656827
Kepler-92,c,2013,289.086058,41.562940999999995,0.00024280856082625708,,,,1,,3,0,1,Kepler,,,,,,,,1.53,,,5883.0,,,11.565,10.747,10.47,,,,0.23199999999999998,0.006999999999999999,-0.006999999999999999,0.019,0.006,-0.006,,26.723,,,0.04,0.22,-0.04,1.8869818790479935,2.6004835295777737,6.038739725298821
Kepler-97,b,2014,287.32662400000004,48.673431,0.00019158724734986556,2455004.8412099998,,,1,,2,0,1,Kepler,,,,,0.94,0.06,-0.06,0.98,0.09,-0.09,5779.0,74.0,-74.0,12.872,11.744000000000002,11.408,,,,0.132,0.012,-0.012,0.011,0.006,-0.006,,2.58664,,,,,,5.93128749029066,1.479585456483906,3.4961124725414225
Kepler-98,b,2014,285.66166200000004,37.964506,0.00027155945831962123,2455003.54328,,,1,,1,0,1,Kepler,,,,,0.99,0.06,-0.06,1.11,0.12,-0.12,5539.0,73.0,-73.0,12.899000000000001,11.672,11.315999999999999,,,,0.17800000000000002,0.02,-0.02,0.011,0.005,-0.005,,1.54168,,,,,,2.4188601602461985,1.9951985701070853,3.4961124725414225
OGLE-TR-10,b,2004,267.867708,-29.876361,1.21,,,,1,,1,0,0,OGLE,90.0,0.0,-3.9,,1.14,0.12,,1.17,0.13,,5950.0,130.0,,14.93,,,0.0434,0.0013,-0.0015,1.25,0.14,-0.12,0.62,0.14,-0.14,1702.0,3.101278,,,0.0,,,0.39367672014711497,14.01122591367335,197.05361208869837
OGLE-TR-182,b,2007,167.32796299999998,-61.095257,1.04,2454270.572,0.002,-0.002,1,,1,0,0,OGLE,85.7,0.3,-0.3,,1.14,0.05,,1.14,0.23,,5924.0,64.0,,,15.453,14.899000000000001,0.051,0.001,-0.001,1.13,0.24,-0.08,1.01,0.15,-0.15,1550.0,3.9791,1e-05,-1e-05,0.0,,,0.8680887472616499,12.666148225960708,321.00669066062153
Kepler-430,b,2015,292.808636,49.579445,0.00040003164274567105,,,,1,,2,0,1,Kepler,,,,,1.17,0.13,-0.1,1.49,0.27,-0.23,5884.0,75.0,-75.0,13.847999999999999,12.743,12.485999999999999,0.2244,,,0.29,,,0.0334,,,667.0,35.968,,,,,,1.6983631430117863,3.2506044119722173,10.615468780262137
Kepler-431,b,2015,281.11233500000003,43.227789,4.109942218594291e-05,,,,1,,3,0,1,Kepler,,,,,1.07,0.06,-0.04,1.09,0.19,-0.11,6004.0,75.0,-75.0,11.972999999999999,10.945,10.677999999999999,0.0719,,,0.068,,,0.00117,,,1032.0,6.803,,,,,,4.614633419501752,0.7622106897038303,0.3718592357157695
Kepler-431,d,2015,281.11233500000003,43.227789,8.888283344710837e-05,,,,1,,3,0,1,Kepler,,,,,1.07,0.06,-0.04,1.09,0.19,-0.11,6004.0,75.0,-75.0,11.972999999999999,10.945,10.677999999999999,0.1045,,,0.1,,,0.0044399999999999995,,,856.0,11.922,,,,,,5.506315012138326,1.120898073093868,1.411158125280356
Kepler-432,b,2015,293.28220600000003,48.2859,0.0008399042771301559,2455949.5374,0.0011,-0.0012,1,,2,0,1,Kepler,88.17,0.61,-0.33,64.1,1.32,0.1,-0.07,4.06,0.12,-0.08,4995.0,78.0,-78.0,12.465,10.684000000000001,10.221,0.301,0.016,-0.011,1.145,0.036000000000000004,-0.039,5.41,0.32,-0.18,884.6033085786851,52.501129,6.7e-05,-5.3e-05,0.5134,0.0098,-0.0089,4.469499452282037,12.83428293692479,1719.4516796771907
Kepler-433,b,2015,297.59365099999997,40.977268,0.004347003730028118,2454964.98152,0.00015,-0.00015,1,0.2574,1,0,1,Kepler,89.21,0.52,-0.9,68.0,1.46,0.17,-0.17,2.26,0.25,-0.25,6360.0,140.0,-140.0,14.463,13.200999999999999,12.948,0.0679,0.0027,-0.0027,1.45,0.16,-0.16,2.82,0.52,-0.52,1776.0,5.33408384,1.1e-06,-1.1e-06,0.119,0.079,-0.079,1.1471578594714338,16.253022059861088,896.2761065969828
Kepler-437,b,2015,297.347393,44.026947,0.0008244422942275501,2455670.6876,0.0023,-0.0023,1,0.2329,1,0,1,Kepler,89.9,0.1,-0.23,,0.71,0.03,-0.03,0.68,0.03,-0.02,4551.0,100.0,-100.0,14.352,12.564,11.965,0.288,0.066,-0.04,0.19,0.02,-0.02,0.0164,,,337.20836992198707,66.65062,0.00033,-0.00032,0.02,0.08,-0.02,2.965248729527082,2.1297063388783495,5.212385868152667
Kepler-438,b,2015,281.645806,41.951091999999996,0.0003905388107193397,2455673.0307,0.0044,-0.0032,1,0.145,1,0,1,Kepler,89.86,0.14,-0.32,,0.54,0.04,-0.06,0.52,0.04,-0.06,3748.0,112.0,-112.0,14.467,12.13,11.449000000000002,0.166,0.051,-0.042,0.1,0.01,-0.02,0.0045899999999999995,,,319.8751538939548,35.23319,0.00025,-0.00029,0.03,0.1,-0.03,5.6923391679538105,1.120898073093868,1.4588323862695571
Kepler-440,b,2015,285.34995200000003,41.452206,0.0009731788803236361,2455756.2986,0.0028,-0.0027,1,0.3313,1,0,1,Kepler,89.93,0.07,-0.18,,0.57,0.04,-0.05,0.56,0.03,-0.05,4134.0,154.0,-154.0,15.134,12.96,12.323,0.242,0.066,-0.041,0.17,0.02,-0.02,0.013,,,303.2425224998366,101.11141,0.00087,-0.00068,0.34,0.12,-0.19,3.2815170983123583,1.905526724259576,4.131769285730772
Kepler-441,b,2015,284.566904,49.012546,0.0007854671485674256,2455667.7764,0.004,-0.0065,1,0.2521,1,0,1,Kepler,89.97,0.03,-0.07,,0.57,0.05,-0.05,0.55,0.04,-0.05,4340.0,177.0,-177.0,15.142000000000001,13.04,12.402999999999999,0.64,0.32,-0.13,0.15,0.02,-0.02,0.0105,,,194.00565316207272,207.2482,0.0022,-0.002,0.1,0.11,-0.1,3.8582787872841133,1.6813471096408021,3.3371982692440856
Kepler-443,b,2015,288.610544,49.968632,0.0009238315262559547,2455630.246,0.0076,-0.0077,1,0.3729,1,0,1,Kepler,89.94,0.06,-0.13,,0.74,0.03,-0.03,0.71,0.03,-0.02,4723.0,100.0,-100.0,15.890999999999998,14.365,13.802,0.495,0.186,-0.075,0.21,0.02,-0.02,0.019,,,272.75820158894487,177.6693,0.0031,-0.003,0.11,0.15,-0.11,2.5443321171178033,2.353885953497123,6.038739725298821
Kepler-444,b,2015,289.752289,41.634605,2.433063039402458e-05,2454966.2599,0.0018,-0.0018,1,,5,0,1,Kepler,88.0,1.2,-0.6,,0.76,0.04,-0.04,0.75,0.01,-0.01,5046.0,74.0,-74.0,8.88,7.244,6.772,0.04178,0.00079,-0.00079,0.036000000000000004,0.001,-0.001,0.00011999999999999999,,,1030.9247304724333,3.6001053,8.3e-06,-8e-06,0.16,0.21,-0.1,3.1897146058896424,0.4035233063137926,0.03813940879136097
Kepler-444,c,2015,289.752289,41.634605,3.634575651453055e-05,2454964.522,0.0013,-0.0013,1,,5,0,1,Kepler,88.2,1.2,-1.0,,0.76,0.04,-0.04,0.75,0.01,-0.01,5046.0,74.0,-74.0,8.88,7.244,6.772,0.04881,0.00093,-0.00093,0.044000000000000004,0.002,-0.002,0.00025,,,953.7988003789577,4.5458841,7e-06,-7.1e-06,0.31,0.12,-0.15,3.639653687223812,0.493195152161302,0.0794571016486687
Kepler-444,f,2015,289.752289,41.634605,8.177795215769374e-05,2454967.8791,0.0011,-0.0011,1,,5,0,1,Kepler,87.96,0.36,-0.31,,0.76,0.04,-0.04,0.75,0.01,-0.01,5046.0,74.0,-74.0,8.88,7.244,6.772,0.0811,0.0015,-0.0015,0.066,0.004,-0.004,0.0010400000000000001,,,739.9472297627951,9.740486,1.3e-05,-1.3e-05,0.29,0.2,-0.19,4.48621017447439,0.739792728241953,0.3305415428584618
Kepler-445,b,2015,298.736067,46.498552000000004,0.0046934086408226446,2454966.1194,0.0033,-0.0033,1,0.0429,3,0,1,Kepler,89.74,0.18,-0.28,,0.18,0.04,-0.04,0.21,0.03,-0.03,3157.0,60.0,-60.0,17.475,13.542,12.929,,,,0.14,0.02,-0.02,0.00982,,,,2.984151,1.1e-05,-1.1e-05,0.0,,,4.438185641661936,1.5692573023314154,3.121074952759707
Kepler-445,d,2015,298.736067,46.498552000000004,0.0028974614568343868,2454836.7512229998,0.05,-0.05,1,0.0578,3,0,1,Kepler,89.61,0.27,-0.25,,0.18,0.04,-0.04,0.21,0.03,-0.03,3157.0,60.0,-60.0,17.475,13.542,12.929,,,,0.11,0.02,-0.02,0.0066,,,,8.15275,0.0004,-0.0004,0.0,,,6.149558869933356,1.2329878804032548,2.0976674835248534
Kepler-446,d,2015,282.250207,44.921102000000005,0.0026400423604627365,2454966.3196,0.0042,-0.0042,1,0.0368,3,0,1,Kepler,88.72,0.17,-0.19,,0.22,0.05,-0.05,0.24,0.04,-0.04,3359.0,60.0,-60.0,16.257,13.591,13.075,,,,0.12,0.02,-0.02,0.007520000000000001,,,,5.148921,2.2e-05,-2.2e-05,0.0,,,5.396997113165277,1.3450776877126416,2.3900696175919545
Kepler-447,b,2015,285.26858599999997,48.560013,0.026077153111509477,2454970.259778,,,1,0.0473,1,0,1,Kepler,86.55,0.24,-0.32,98.3,1.0,0.21,-0.21,1.05,0.19,-0.19,5493.0,62.0,-62.0,12.394,11.210999999999999,10.879000000000001,0.0769,0.0062,-0.0079,1.65,0.59,-0.56,1.37,0.48,-0.46,978.7558627067579,7.79430132,1.82e-06,-1.82e-06,0.123,0.037,-0.036,0.37822202701722557,18.494818206048823,435.4249170347045
KOI-12,b,2015,297.453731,41.010991,0.82,,,,1,,1,0,1,Kepler,88.95,0.2,-0.2,,1.82,1.64,-1.64,1.75,0.51,-0.51,6820.0,120.0,-120.0,11.353,10.460999999999999,10.287,0.151,0.003,-0.003,1.54,0.45,-0.45,5.32,6.11,-6.11,1119.562190476955,17.85523,1e-06,-1e-06,0.72,,,1.8064566872098604,17.26183032564557,1690.8471230836699
Lupus-TR-3,b,2007,232.577571,-42.979908,0.012440080628926434,2453887.0818,0.0013,-0.0013,1,,1,0,0,Multiple Observatories,88.3,1.3,-0.8,,0.87,0.04,,0.82,0.05,,5000.0,150.0,,,16.211,15.841,0.0464,0.0007,-0.0007,0.89,0.07,-0.07,0.81,0.18,-0.18,1013.5641430553596,3.91405,4e-05,-4e-05,0.0,,,1.4249285307632165,9.975992850535427,257.4410093416866
K2-183,c,2018,125.00715600000001,14.019460999999998,0.0007355417839740076,2457147.7745,0.00365,-0.00391,1,,3,1,0,K2,,,,,0.93,0.04,-0.04,0.97,0.02,-0.02,5519.0,88.0,-88.0,12.845999999999998,11.485,11.152000000000001,0.0932,0.0012,-0.0012,0.256,0.019,-0.019,0.0271,,,787.0,10.792635,0.001175,-0.001054,,,,2.0032146066823073,2.8694990671203024,8.613149818715687
K2-183,d,2018,125.00715600000001,14.019460999999998,0.0007298065872636388,2457144.15064,0.00542,-0.008190000000000001,1,,3,1,0,K2,,,,,0.93,0.04,-0.04,0.97,0.02,-0.02,5519.0,88.0,-88.0,12.845999999999998,11.485,11.152000000000001,0.1527,0.002,-0.002,0.255,0.024,-0.024,0.0269,,,615.0,22.631964,0.004371,-0.003094,,,,2.011915896173275,2.8582900863893634,8.549584137396751
K2-184,b,2018,129.140106,14.461935999999998,0.0003305520493928492,2457148.49905,0.00257,-0.00235,1,,1,1,0,K2,,,,,0.86,0.02,-0.02,0.78,0.01,-0.01,5220.0,66.0,-66.0,10.345,8.92,8.513,0.1229,0.0009,-0.0009,0.138,0.008,-0.008,0.00951,,,580.0,16.995731,0.001288,-0.00129,,,,4.487674416340831,1.546839340869538,3.022548146715357
K2-185,b,2018,130.259659,14.690320000000002,0.00017456606628365846,2457144.73705,0.0060479999999999996,-0.005448,1,,1,1,0,K2,88.932,0.7709999999999999,-1.8619999999999999,,0.98,0.03,-0.03,0.91,0.04,-0.03,5722.0,50.0,-50.0,12.215,11.065999999999999,10.749,,,,0.11699999999999999,0.02,-0.01,0.00717,,,,10.616646,0.001632,-0.001801,,,,5.551874671334546,1.3114507455198257,2.278829675283818
K2-186,b,2018,135.334976,18.825454999999998,0.0008806262082761356,2457154.8454,0.001887,-0.001972,1,,1,1,0,K2,89.524,0.33399999999999996,-0.5920000000000001,,1.02,0.02,-0.03,0.98,0.08,-0.04,5784.0,50.0,-50.0,12.307,11.142000000000001,10.84,,,,0.28300000000000003,0.024,-0.015,0.0321,,,,41.474219,0.003288,-0.004316,,,,1.7564015397055213,3.172141546855647,10.20229185168906
K2-187,b,2018,132.523605,23.1926,0.00016788473536099514,2457142.64378,0.00487,-0.00517,1,,4,1,0,K2,,,,,0.98,0.04,-0.04,0.92,0.02,-0.02,5484.0,81.0,-81.0,13.081,11.687000000000001,11.289000000000001,0.0164,0.0002,-0.0002,0.11599999999999999,0.012,-0.012,0.00705,,,1815.0,0.77392,9.5e-05,-9.2e-05,,,,5.601356735700359,1.3002417647888869,2.2406902664924573
K2-187,c,2018,132.523605,23.1926,0.00032340518915668524,2457141.7568,0.00617,-0.0065,1,,4,1,0,K2,,,,,0.98,0.04,-0.04,0.92,0.02,-0.02,5484.0,81.0,-81.0,13.081,11.687000000000001,11.289000000000001,0.0392,0.0005,-0.0005,0.161,0.012,-0.012,0.0123,,,1173.0,2.872042,0.000424,-0.00042,,,,3.6551530502905725,1.8046458976811277,3.9092894011145
K2-187,d,2018,132.523605,23.1926,0.0009992360709220232,2457146.3261,0.00402,-0.00392,1,,4,1,0,K2,,,,,0.98,0.04,-0.04,0.92,0.02,-0.02,5484.0,81.0,-81.0,13.081,11.687000000000001,11.289000000000001,0.072,0.0009,-0.0009,0.28300000000000003,0.016,-0.016,0.032,,,865.0,7.14921,0.000776,-0.000788,,,,1.7509298838185883,3.172141546855647,10.170509011029594
K2-187,e,2018,132.523605,23.1926,0.0005607469936135975,2457155.08541,0.0046700000000000005,-0.00477,1,,4,1,0,K2,,,,,0.98,0.04,-0.04,0.92,0.02,-0.02,5484.0,81.0,-81.0,13.081,11.687000000000001,11.289000000000001,0.1106,0.0013,-0.0013,0.212,0.016,-0.016,0.0197,,,698.0,13.609878,0.003478,-0.002786,,,,2.5641104384583095,2.376303914959,6.261219609915093
K2-188,b,2018,129.813629,23.357481,0.00010738397003223898,2457140.47617,0.00719,-0.008320000000000001,1,,2,1,0,K2,,,,,1.06,0.03,-0.03,1.19,0.03,-0.03,5977.0,87.0,-87.0,12.645999999999999,11.502,11.245999999999999,0.0289,0.0003,-0.0003,0.12,0.01,-0.01,0.007520000000000001,,,1692.0,1.742169,0.000457,-0.000365,,,,5.396997113165277,1.3450776877126416,2.3900696175919545
K2-188,c,2018,129.813629,23.357481,0.0004735633078421739,2457144.85447,0.0039700000000000004,-0.00419,1,,2,1,0,K2,,,,,1.06,0.03,-0.03,1.19,0.03,-0.03,5977.0,87.0,-87.0,12.645999999999999,11.502,11.245999999999999,0.0785,0.0008,-0.0008,0.252,0.013000000000000001,-0.013000000000000001,0.0264,,,1026.0,7.810253,0.000846,-0.000844,,,,2.0458810883257192,2.8246631441965477,8.390669934099414
K2-189,c,2018,203.62129199999998,-15.036359,0.0006938124800816564,2457223.41768,0.00243,-0.00242,1,,2,1,0,K2,,,,,0.94,0.03,-0.03,0.87,0.01,-0.01,5519.0,67.0,-67.0,12.399000000000001,11.038,10.700999999999999,0.068,0.0007,-0.0007,0.223,0.011000000000000001,-0.011000000000000001,0.0214,,,872.0,6.679195,0.000383,-0.00039,,,,2.393190485225953,2.4996027029993257,6.8015279011260406
K2-189,b,2018,203.62129199999998,-15.036359,0.00025805376403286454,2457222.1435,0.00277,-0.0028,1,,2,1,0,K2,,,,,0.94,0.03,-0.03,0.87,0.01,-0.01,5519.0,67.0,-67.0,12.399000000000001,11.038,10.700999999999999,0.0361,0.0004,-0.0004,0.136,0.008,-0.008,0.0092,,,1197.0,2.588309,0.000221,-0.000207,,,,4.535750796946166,1.5244213794076606,2.924021340671008
