pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2,pl_density,pl_rade,pl_bmasse
Kepler-213,b,2014,290.824182,44.647186,0.0001541858073020251,2455004.8398599997,0.0014199999999999998,-0.0014199999999999998,1,0.0737,2,0,1,Kepler,,,,,,,,1.2,0.22,-0.22,5696.0,100.0,-100.0,13.648,12.477,12.17,0.036,,,0.145,0.027999999999999997,-0.027999999999999997,0.0102,,,1585.7789590032023,2.46236,6e-06,-6e-06,,,,4.149294385322209,1.6253022059861086,3.241849747265683
Kepler-213,c,2014,290.824182,44.647186,0.0003203324731871467,2454967.43649,0.0009699999999999999,-0.0009699999999999999,1,0.0345,2,0,1,Kepler,,,,,,,,1.2,0.22,-0.22,5696.0,100.0,-100.0,13.648,12.477,12.17,0.057,,,0.209,0.04,-0.04,0.0191,,,1260.2493254115975,4.822962,8e-06,-8e-06,,,,2.594613014878198,2.342676972766184,6.070522565958288
HAT-P-36,b,2011,188.266255,44.915352,1.4,,,,1,,1,0,0,HATNet,86.0,1.3,-1.3,,0.78,0.25,-0.25,1.0,0.09,-0.09,5560.0,100.0,-100.0,12.262,11.046,10.722999999999999,0.023880000000000002,0.00032,-0.00032,1.15,0.1,-0.1,1.53,0.32,-0.32,1788.0,1.32735,3e-06,-3e-06,0.06,0.03,-0.03,1.2476018011460097,12.890327840579483,486.27746208985246
HAT-P-37,b,2011,284.296064,51.269138,1.899,2455642.14318,0.00029,-0.00029,1,0.0971,1,0,0,HATNet,86.9,0.4,-0.5,164.0,0.93,0.04,,0.88,0.06,,5500.0,100.0,,13.23,12.092,11.714,0.0379,0.0006,-0.0006,1.178,0.077,-0.077,1.169,0.103,-0.103,1271.0,2.797436,7e-06,-7e-06,0.058,0.038,-0.038,0.8868633811532228,13.204179301045764,371.5414073091748
HAT-P-38,b,2012,35.383234,32.246151,0.008491865933789934,2455863.11957,0.00035,-0.00035,1,0.1267,1,0,0,HATNet,88.3,0.7,-0.7,240.0,0.89,0.04,,0.92,0.1,,5330.0,100.0,,12.557,10.989,10.593,0.0523,0.0009,-0.0009,0.825,0.092,-0.063,0.267,0.02,-0.02,1082.0,4.640382,3.2e-05,-3.2e-05,0.067,0.047,-0.047,0.5896950727801414,9.247409103024411,84.86018456077818
HAT-P-39,b,2012,113.758247,17.830082,0.999,2455208.75049,0.00041,-0.00041,1,0.1745,1,0,0,HATNet,87.0,1.0,-1.0,,1.4,0.05,,1.62,0.08,,6430.0,100.0,,12.422,11.424000000000001,11.184000000000001,0.0509,0.0006,-0.0006,1.571,0.10800000000000001,-0.081,0.599,0.099,-0.099,1752.0,3.54387,5e-06,-5e-06,0.0,,,0.1915915498443345,17.609308728304665,190.3792155502102
HAT-P-40,b,2012,335.512861,45.457378000000006,0.65,,,,1,,1,0,0,HATNet,88.3,0.9,-0.9,,1.03,0.4,-0.4,1.94,0.22,-0.22,6080.0,100.0,-100.0,11.699000000000002,10.367,10.085,0.0608,0.0006,-0.0015,1.52,0.17,-0.17,0.48,0.13,-0.13,1770.0,4.45724,1e-05,-1e-05,0.0,,,0.16950735877631945,17.037650711026796,152.55763516544388
HAT-P-41,b,2012,297.32265099999995,4.672421,1.1,,,,1,,1,0,0,HATNet,87.7,1.0,-1.0,,2.56,1.9,-1.9,2.05,0.5,-0.5,6390.0,100.0,-100.0,11.087,10.006,9.777000000000001,0.0426,0.0005,-0.0005,2.05,0.5,-0.5,1.19,0.6,-0.6,1941.0,2.69405,4e-06,-4e-06,0.0,,,0.1713024054945429,22.978410498424292,378.215803847663
HAT-P-42,b,2012,135.344391,6.097230000000001,0.007391081042987136,2455952.52603,0.00075,-0.00075,1,0.1681,1,0,0,HATNet,85.9,1.3,-0.8,,1.18,0.07,-0.07,1.53,0.14,-0.14,5743.0,50.0,-50.0,12.168,10.96,10.677,0.0575,0.0011,-0.0011,1.28,0.153,-0.153,1.044,0.083,-0.083,1428.0,4.641878,3.2e-05,-3.2e-05,0.0,,,0.6173744795206875,14.347495335601511,331.8128564848405
HAT-P-43,b,2012,128.925737,10.206653,0.014321343973115012,2455997.37106,0.00032,-0.00032,1,0.1354,1,0,0,HATNet,88.7,0.7,-0.7,,1.05,0.03,-0.04,1.1,0.04,-0.02,5645.0,74.0,-74.0,13.356,12.145999999999999,11.809000000000001,0.0443,0.0004,-0.0006,1.281,0.062,-0.033,0.662,0.06,-0.06,1361.0,3.332687,1.5e-05,-1.5e-05,0.0,,,0.3905608286554905,14.35870431633245,210.4024051656747
HAT-P-44,b,2014,213.14407400000002,47.014687,0.018049570321218126,2455696.93695,0.00023999999999999998,-0.00023999999999999998,1,0.1302,2,0,0,HATNet,89.1,0.4,-0.4,113.0,0.94,0.04,-0.04,0.95,0.08,-0.04,5295.0,100.0,-100.0,,11.729000000000001,11.36,0.0507,0.0007,-0.0007,1.242,0.106,-0.051,0.352,0.029,-0.029,1108.0,4.301219,1.9e-05,-1.9e-05,0.044,0.052,-0.052,0.2278536338980372,13.921554067825841,111.87559912132552
Kepler-37,d,2013,284.05966,44.518131,0.0005064177395051385,2455008.2495,,,1,,4,0,1,Kepler,,,,,0.87,0.15,-0.15,0.79,0.03,-0.03,5417.0,75.0,-75.0,9.705,8.356,8.0,0.2076,0.0016,-0.0022,0.17300000000000001,0.005,-0.005,0.03839,,,509.55609939406247,39.7922,,,0.15,0.07,-0.1,9.195130262696129,1.9391536664523918,12.201432529169566
Kepler-38,b,2012,286.830353,42.279205,0.05,2454932.104,0.044,-0.022,1,,1,0,1,Kepler,89.44200000000001,0.03,-0.026000000000000002,,0.94,0.06,-0.06,1.75,0.03,-0.03,5623.0,50.0,-50.0,13.940999999999999,12.73,12.412,0.4632,0.0082,-0.0092,0.384,0.01,-0.01,0.384,,,475.0,105.599,0.038,-0.053,0.032,,,8.410380308498084,4.304248600680453,122.04610813235512
Kepler-39,b,2011,296.960265,46.034298,0.008284345170301027,2455942.60708,0.00023999999999999998,-0.00023999999999999998,1,0.2483,1,0,1,Kepler,89.07,0.22,-0.22,99.0,1.29,0.06,-0.07,1.4,0.1,-0.1,6350.0,100.0,-100.0,14.46,13.235999999999999,12.999,0.164,0.003,-0.003,1.24,0.09,-0.1,20.1,1.3,-1.3,897.0,21.08721,3.7e-05,-3.7e-05,0.112,0.057,-0.057,13.074018201425586,13.899136106363963,6388.350972552964
Kepler-41,b,2011,294.513229,45.981644,0.010560169441850942,2455187.2804819997,5.1e-05,-5.1e-05,1,0.1014,1,0,1,Kepler,82.51,0.09,-0.09,,1.15,0.04,-0.04,1.29,0.02,-0.02,5750.0,100.0,-100.0,14.465,13.262,12.937999999999999,0.031010000000000003,0.0004,-0.0004,1.29,0.02,-0.02,0.56,0.08,-0.08,1790.0,1.8555582,5.2e-07,-5.2e-07,0.0,,,0.32351690520198334,14.459585142910898,177.9839076930179
Kepler-42,b,2011,292.219033,44.61916,0.0017904785558847628,2455003.4832900004,0.00054,-0.00054,1,,3,0,1,Kepler,,,,,0.13,0.05,-0.05,0.17,0.04,-0.04,3068.0,174.0,-174.0,16.124000000000002,12.177,11.685,0.0116,,,0.07,0.02,-0.02,0.00126,,,519.0,1.2137672,4.6e-06,-4.6e-06,0.04,0.2,-0.04,4.55569361180777,0.7846286511657077,0.40046379230929025
Kepler-42,c,2011,292.219033,44.61916,0.156,2454966.86952,0.00042,-0.00042,1,,3,0,1,Kepler,,,,,0.13,0.05,-0.05,0.17,0.04,-0.04,3068.0,174.0,-174.0,16.124000000000002,12.177,11.685,0.006,,,0.065,0.018000000000000002,-0.018000000000000002,0.00099,,,720.0,0.45328509,9.7e-07,-9.7e-07,0.0,0.1,0.0,4.470676116093562,0.7285837475110143,0.31465012252872804
Kepler-42,d,2011,292.219033,44.61916,0.0009504152497665849,2454966.7847,0.0013,-0.0013,1,,3,0,1,Kepler,,,,,0.13,0.05,-0.05,0.17,0.04,-0.04,3068.0,174.0,-174.0,16.124000000000002,12.177,11.685,0.0154,,,0.051,0.016,-0.016,0.00041,,,450.0,1.865169,1.4e-05,-1.4e-05,0.02,0.22,-0.02,3.8331111404788234,0.5716580172778727,0.13030964670381667
Kepler-44,b,2011,300.102352,45.762142,0.006884245439705409,2455187.1564,0.00021,-0.00021,1,0.1302,1,0,1,Kepler,84.96,0.5,-0.62,,1.12,0.08,-0.08,1.35,0.08,-0.08,5800.0,100.0,-100.0,14.677999999999999,13.34,12.969000000000001,0.0446,0.0011,-0.0011,1.09,0.07,-0.07,1.0,0.1,-0.1,1544.0,3.2467293,3e-06,-3e-06,0.066,,,0.9576318667534806,12.217788996723163,317.8284065946748
Kepler-45,b,2011,292.8729,41.064261,3.204,,,,1,,1,0,1,Kepler,87.0,0.7,-0.7,230.0,0.59,0.06,-0.06,0.55,0.11,-0.11,3820.0,90.0,-90.0,16.88,13.749,13.077,0.03,,,0.96,0.11,-0.11,0.505,0.09,-0.09,1000.0,2.455239,4e-06,-4e-06,0.11,0.1,-0.09,0.7078736759652553,10.760621501701133,160.50334533031076
Kepler-46,b,2012,289.26874399999997,42.604176,0.011046874639456136,2455053.2826,0.0013,-0.0014,1,,3,0,1,Kepler,89.038,0.075,-0.067,,,,,0.79,0.44,-0.44,5309.0,200.0,-200.0,15.262,13.814,13.436,0.1968,0.0029,-0.0028,0.8079999999999999,0.042,-0.043,6.0,,,543.0,33.60134,0.00021,-0.0002,0.01,0.01,-0.01,14.105719758677017,9.056856430598453,1906.9704395680487
Kepler-46,d,2014,289.26874399999997,42.604176,0.0003606802945401293,2454971.0589099997,0.0019199999999999998,-0.0019199999999999998,1,0.1082,3,0,1,Kepler,,,,,,,,0.79,0.44,-0.44,5309.0,200.0,-200.0,15.262,13.814,13.436,0.067,,,0.146,0.08199999999999999,-0.08199999999999999,0.0105,,,879.0673854501384,6.766589,2.2e-05,-2.2e-05,,,,4.184165122309528,1.6365111867170472,3.3371982692440856
Kepler-47,b,2012,295.297916,46.920466999999995,0.0008353259031151629,2454968.647,0.011,-0.01,1,,2,0,1,Kepler,89.7,0.5,-0.16,,1.05,0.05,-0.06,0.96,0.02,-0.02,5636.0,100.0,-100.0,15.177999999999999,13.97,13.639000000000001,0.2962,0.0044,-0.0047,0.27,0.011000000000000001,-0.011000000000000001,2.0,,,489.2686303464888,49.532,0.04,-0.027,0.035,,,126.01341652897354,3.026424797353444,635.6568131893496
Kepler-47,c,2012,295.297916,46.920466999999995,0.0019355841821689496,2455246.997,0.016,-0.012,1,,2,0,1,Kepler,89.825,0.009000000000000001,-0.01,,1.05,0.05,-0.06,0.96,0.02,-0.02,5636.0,100.0,-100.0,15.177999999999999,13.97,13.639000000000001,0.991,0.015,-0.016,0.41100000000000003,0.018000000000000002,-0.018000000000000002,28.0,,,267.4872411874727,303.137,0.072,-0.02,0.411,,,500.1619494074538,4.6068910804157985,8899.195384650895
Kepler-48,c,2012,299.139212,40.949020000000004,0.0007807672808894822,2454958.33925,,,1,,4,0,1,Kepler,,,,,0.88,0.06,-0.06,0.89,0.05,-0.05,5194.0,73.0,-73.0,13.04,11.702,11.292,,,,0.242,0.012,-0.012,0.04597,0.007240000000000001,-0.007240000000000001,,9.67395,,,,,,4.022596664202644,2.7125733368871607,14.610571851157198
Kepler-49,b,2012,292.294579,40.591801000000004,0.0019884165987622965,2455003.28753,0.001,-0.001,1,0.124,4,0,1,Kepler,,,,,,,,0.56,0.02,-0.02,4252.0,100.0,-100.0,15.264000000000001,13.184000000000001,12.487,0.059289999999999995,0.00227,-0.00227,0.243,,,0.98,,,495.0,7.2037945,2.2e-05,-2.2e-05,,,,84.70037599341161,2.7237823176180993,311.4718384627813
Kepler-49,d,2014,292.294579,40.591801000000004,0.0006885998243507971,2455005.1293200003,0.00066,-0.00066,1,0.0665,4,0,1,Kepler,,,,,,,,0.56,0.02,-0.02,4252.0,100.0,-100.0,15.264000000000001,13.184000000000001,12.487,0.031,,,0.14300000000000002,0.006,-0.006,0.01,,,697.0,2.576549,3e-06,-3e-06,,,,4.2410165859321625,1.6028842445242315,3.178284065946748
Kepler-49,e,2014,292.294579,40.591801000000004,0.0006506155414094456,2454974.26415,0.00242,-0.00242,1,0.0902,4,0,1,Kepler,,,,,,,,0.56,0.02,-0.02,4252.0,100.0,-100.0,15.264000000000001,13.184000000000001,12.487,0.116,,,0.139,0.006999999999999999,-0.006999999999999999,0.009609999999999999,,,450.496657006633,18.596108,7.9e-05,-7.9e-05,,,,4.437691117980127,1.5580483216004768,3.0543309873748243
Kepler-50,b,2012,288.100873,50.033718,0.0099,2454974.376,0.007,-0.007,1,0.1583,2,0,1,Kepler,,,,,1.24,0.05,-0.05,1.58,0.02,-0.02,6225.0,66.0,-66.0,10.421,9.517999999999999,9.25,0.077,0.012,-0.02,0.153,0.004,-0.009000000000000001,0.0112,,,1359.7398776944035,7.81254,0.0001,-0.0001,,,,3.8781250924446993,1.714974051833618,3.5596781538603577
Kepler-51,b,2012,296.47977599999996,49.937683,0.004788754791179056,2455714.5977,0.0004,-0.0004,1,,3,0,1,Kepler,,,,,1.04,0.12,-0.12,0.94,0.5,-0.5,6018.0,107.0,-107.0,14.669,13.562000000000001,13.219000000000001,0.2514,0.0097,-0.0097,0.633,0.027000000000000003,-0.027000000000000003,0.007,0.005,-0.003,543.0,45.154,0.0002,-0.0002,0.04,0.01,-0.01,0.03422669724460144,7.095284802684185,2.2247988461627237
Kepler-51,c,2012,296.47977599999996,49.937683,0.007706306357662366,2455725.509,0.003,-0.003,1,,3,0,1,Kepler,,,,,1.04,0.12,-0.12,0.94,0.5,-0.5,6018.0,107.0,-107.0,14.669,13.562000000000001,13.219000000000001,0.384,0.015,-0.015,0.8029999999999999,0.25,-0.152,0.013,0.001,-0.001,439.0,85.312,0.003,-0.002,0.014,0.013,-0.009,0.031136858983234286,9.00081152694376,4.131769285730772
Kepler-51,d,2014,296.47977599999996,49.937683,0.008942262087628933,2455695.9323,0.0004,-0.0004,1,,3,0,1,Kepler,,,,,1.04,0.12,-0.12,0.94,0.5,-0.5,6018.0,107.0,-107.0,14.669,13.562000000000001,13.219000000000001,0.509,0.02,-0.02,0.865,0.045,-0.045,0.024,0.003,-0.003,381.0,130.194,0.005,-0.002,0.008,0.011,-0.008,0.0459876272580791,9.69576833226196,7.627881758272195
Kepler-52,c,2012,286.73803300000003,49.97575,0.0009056961648852771,2455005.72549,0.0027,-0.0027,1,0.1302,3,0,1,Kepler,,,,,,,,0.56,0.02,-0.02,4263.0,100.0,-100.0,15.095,13.152999999999999,12.507,0.10379000000000001,0.0044399999999999995,-0.0044399999999999995,0.16399999999999998,,,10.41,,,390.0,16.3850021,0.00014,-0.00014,,,,2926.828455222873,1.8382728398739434,3308.5937126505646
Kepler-52,d,2014,286.73803300000003,49.97575,0.0010195143176705331,2454984.60115,0.0038799999999999998,-0.0038799999999999998,1,0.173,3,0,1,Kepler,,,,,,,,0.56,0.02,-0.02,4263.0,100.0,-100.0,15.095,13.152999999999999,12.507,0.182,,,0.174,0.019,-0.019,0.014,,,360.58441338051887,36.445171,0.000253,-0.000253,,,,3.295781215647178,1.9503626471833302,4.449597692325447
Kepler-53,b,2012,290.461775,40.562462,0.0008874221925607453,2455007.7760799997,0.0029,-0.0029,1,0.1867,3,0,1,Kepler,,,,,0.98,,,0.89,,,5858.0,,,15.386,14.252,13.905999999999999,,,,0.258,,,18.41,,,,18.6489525,0.00016,-0.00016,,,,1329.4522823144002,2.8919170285821796,5851.2209654079625
KELT-14,b,2016,108.30148500000001,-42.409744,1.386,2456665.22401,0.00021,-0.00021,1,0.09117,1,0,0,KELT-South,78.3,0.3,-0.3,,1.24,0.04,-0.04,1.52,0.03,-0.03,5720.0,130.0,-130.0,11.0,9.808,9.487,0.03005,0.00031,-0.00031,1.743,0.047,-0.047,1.284,0.032,-0.032,1970.0,1.7100566,3.2e-06,-2.6e-06,0.0,,,0.3007121292202994,19.53725341402612,408.09167406756245
KELT-15,b,2016,117.41503700000001,-52.120453000000005,1.0,,,,1,,1,0,0,KELT-South,88.3,1.45,-1.45,,2.06,0.75,-0.75,1.78,0.21,-0.21,6003.0,54.0,-54.0,11.189,10.205,9.919,0.046130000000000004,0.00065,-0.00065,1.74,0.2,-0.2,1.31,0.43,-0.43,1642.0,3.32944,1.6e-05,-1.6e-05,0.0,,,0.30839095660698596,19.503626471833304,416.355212639024
Kepler-1352,b,2016,290.693736,48.701477000000004,4.897890716898912e-05,2454965.26191,0.0033,-0.0033,1,0.09696,1,0,1,Kepler,,,,,1.11,0.11,-0.08,1.16,0.33,-0.14,6118.0,107.49,-116.34,13.295,12.25,11.956,,,,0.079,0.022000000000000002,-0.01,0.00201,,,,1.87788275,7.35e-06,-7.35e-06,,,,5.055834706640826,0.8855094777441558,0.6388350972552963
Kepler-1353,b,2016,295.735335,42.576252000000004,0.0005280288427897731,2454973.20475,0.0051,-0.0051,1,0.14717,1,0,1,Kepler,,,,,0.76,0.04,-0.05,0.72,0.04,-0.04,4776.0,158.62,-111.78,15.514000000000001,13.85,13.280999999999999,,,,0.161,0.033,-0.012,0.0123,,,,24.7543966,0.0001431,-0.0001431,,,,3.6551530502905725,1.8046458976811277,3.9092894011145
Kepler-1354,b,2016,291.245187,37.759052000000004,0.0004823022236303217,2454986.7999,0.0103,-0.0103,1,0.40675,1,0,1,Kepler,,,,,1.16,0.16,-0.11,1.24,0.49,-0.19,6168.0,136.72,-202.44,14.357000000000001,13.252,12.965,,,,0.265,0.109,-0.045,0.0287,,,,76.613377,0.0007773,-0.0007773,,,,1.912592102887401,2.9703798936987504,9.121675269267167
Kepler-1355,b,2016,283.741416,49.067978000000004,0.0002590606235553506,2454964.89161,0.0022600000000000003,-0.0022600000000000003,1,0.05924600000000001,1,0,1,Kepler,,,,,0.88,0.04,-0.04,0.83,0.06,-0.04,5352.0,68.59,-62.37,15.470999999999998,14.18,13.718,,,,0.13,0.011000000000000001,-0.009000000000000001,0.00859,,,,1.28958811,3.5e-06,-3.5e-06,,,,4.8488772521772345,1.4571674950220286,2.7301460126482566
Kepler-1356,b,2016,290.995346,43.243938,0.0003210402596917737,2454964.89483,0.00161,-0.00161,1,0.038488,1,0,1,Kepler,,,,,0.82,0.04,-0.04,0.78,0.04,-0.04,5106.0,65.11,-84.13,15.76,14.267999999999999,13.802,,,,0.136,0.01,-0.009000000000000001,0.0093,,,,0.63400294,1.2e-06,-1.2e-06,,,,4.585052436043407,1.5244213794076606,2.955804181330475
Kepler-1357,b,2016,291.548094,50.353313,0.0001694320519336974,2454964.6241099997,0.00465,-0.00465,1,0.09454,1,0,1,Kepler,,,,,0.93,0.05,-0.06,0.9,0.13,-0.07,5597.0,92.01,-91.12,15.273,14.05,13.675999999999998,,,,0.114,0.018000000000000002,-0.01,0.00687,,,,3.0091324,1.52e-05,-1.52e-05,,,,5.7506940977447645,1.2778238033270097,2.183481153305416
Kepler-1358,b,2016,286.170543,43.008911,0.00016920636823988054,2454965.53077,0.00371,-0.00371,1,0.09421,1,0,1,Kepler,,,,,0.82,0.04,-0.05,0.79,0.04,-0.05,5181.0,58.32,-55.42,14.572000000000001,13.22,12.761,,,,0.1,0.006,-0.009000000000000001,0.0045899999999999995,,,,7.06317341,2.9e-05,-2.9e-05,,,,5.6923391679538105,1.120898073093868,1.4588323862695571
Kepler-1359,b,2016,289.538819,41.892825,0.001293620756626741,2454979.95047,0.00685,-0.00685,1,0.23342,1,0,1,Kepler,,,,,0.78,0.03,-0.04,0.72,0.02,-0.02,4709.0,46.37,-55.6,15.767999999999999,14.042,13.507,,,,0.252,0.04,-0.028999999999999998,0.0264,,,,59.4970952,0.0005052,-0.0005052,,,,2.0458810883257192,2.8246631441965477,8.390669934099414
Kepler-1360,b,2016,300.344076,45.623219,0.0002895035970876686,2455001.02881,0.006509999999999999,-0.006509999999999999,1,0.43858,1,0,1,Kepler,,,,,1.51,0.23,-0.21,1.83,0.63,-0.41,6778.0,324.31,-343.47,13.913,12.854000000000001,12.636,,,,0.303,0.10400000000000001,-0.068,0.0361,,,,40.5286413,0.0003328,-0.0003328,,,,1.6093755521208584,3.39632116147442,11.47360547806776
Kepler-1361,b,2016,283.565314,46.904255,0.00010032245572942519,2454965.85828,0.0046,-0.0046,1,0.10263,1,0,1,Kepler,,,,,0.83,0.04,-0.04,0.79,0.04,-0.04,5131.0,55.23,-57.72,13.93,12.514000000000001,12.059000000000001,,,,0.077,0.011000000000000001,-0.011000000000000001,0.0017800000000000001,,,,3.57554956,2.329e-05,-2.329e-05,,,,4.835327674035416,0.8630915162822784,0.5657345637385212
Kepler-1362,b,2016,288.538542,40.877113,0.0010379666910850717,2455067.72365,0.00717,-0.00717,1,0.22879000000000002,1,0,1,Kepler,,,,,0.8,0.03,-0.04,0.74,0.03,-0.03,4857.0,51.17,-72.62,15.839,14.208,13.686,,,,0.23199999999999998,0.011000000000000001,-0.017,0.0229,,,,136.205626,0.001278,-0.001278,,,,2.274309738431529,2.6004835295777737,7.278270511018053
Kepler-1363,b,2016,296.996558,49.256413,0.0002555300260003439,2454966.10708,0.00345,-0.00345,1,0.084721,1,0,1,Kepler,,,,,0.76,0.04,-0.05,0.72,0.04,-0.04,4839.0,102.94,-109.75,15.29,13.665,13.128,,,,0.11199999999999999,0.008,-0.006999999999999999,0.0066,,,,2.94194094,1.171e-05,-1.171e-05,,,,5.8259660679275385,1.2554058418651322,2.0976674835248534
Kepler-1364,b,2016,295.152201,49.587604999999996,0.00012149748331961963,2454975.7214599997,0.0049700000000000005,-0.0049700000000000005,1,0.2596,1,0,1,Kepler,,,,,1.49,0.21,-0.14,1.79,0.62,-0.31,6805.0,136.21,-160.28,13.228,12.345999999999998,12.164000000000001,,,,0.192,0.071,-0.035,0.0166,,,,13.32196237,8.114e-05,-8.114e-05,,,,2.908589856688921,2.1521243003402266,5.275951549471602
Kepler-1365,b,2016,292.19971,42.046089,6.440506061406415e-05,2454967.39328,0.0057,-0.0057,1,0.1829,2,0,1,Kepler,,,,,1.0,0.04,-0.04,1.05,0.15,-0.1,5770.0,86.4,-88.36,13.421,12.251,11.925,,,,0.08199999999999999,0.012,-0.009000000000000001,0.00227,,,,7.69993485,4.726e-05,-4.726e-05,,,,5.105783357045857,0.9191364199369717,0.7214704829699118
Kepler-1365,c,2016,292.19971,42.046089,4.828463869058558e-05,2454968.1615,0.00715,-0.00715,1,0.15871,2,0,1,Kepler,,,,,1.0,0.04,-0.04,1.05,0.15,-0.1,5770.0,86.4,-88.36,13.421,12.251,11.925,,,,0.071,0.011000000000000001,-0.006999999999999999,0.00137,,,,4.77468005,4.014e-05,-4.014e-05,,,,4.747047794325279,0.7958376318966462,0.43542491703470443
Kepler-1366,b,2016,285.064914,41.554874,0.0004806050448202387,2454964.8322799997,0.0029,-0.0029,1,0.0577,1,0,1,Kepler,,,,,0.62,0.03,-0.04,0.6,0.03,-0.04,4070.0,63.0,-54.22,15.877,13.772,13.099,,,,0.128,0.009000000000000001,-0.009000000000000001,0.00829,,,,2.16457097,6.83e-06,-6.83e-06,,,,4.902331834508142,1.4347495335601512,2.6347974906698544
Kepler-1367,b,2016,288.41652799999997,47.878731,0.0001972404981305715,2454964.8621799997,0.0031100000000000004,-0.0031100000000000004,1,0.06664199999999999,1,0,1,Kepler,,,,,0.62,0.03,-0.05,0.6,0.03,-0.05,4106.0,55.83,-57.12,15.571,13.513,12.857999999999999,,,,0.08199999999999999,0.006,-0.006999999999999999,0.00227,,,,1.57409027,5.24e-06,-5.24e-06,,,,5.105783357045857,0.9191364199369717,0.7214704829699118
Kepler-1368,b,2016,294.76698500000003,41.64468,0.00019564017615651322,2454964.68163,0.00355,-0.00355,1,0.079312,1,0,1,Kepler,,,,,1.07,0.08,-0.06,1.08,0.22,-0.11,5906.0,120.57,-160.03,15.892000000000001,14.700999999999999,14.350999999999999,,,,0.147,0.031,-0.015,0.0106,,,,0.67564949,2.55e-06,-2.55e-06,,,,4.138395034747386,1.647720167447986,3.3689811099035527
Kepler-1369,b,2016,285.797234,40.936186,0.0006206160186211758,2454976.2793799997,0.00562,-0.00562,1,0.22712,1,0,1,Kepler,,,,,0.99,0.06,-0.06,0.99,0.15,-0.08,5761.0,132.7,-110.01,15.323,14.199000000000002,13.835,,,,0.24,0.037000000000000005,-0.022000000000000002,0.0242,,,,25.873148,0.0001453,-0.0001453,,,,2.1709995036336385,2.690155375425283,7.69144743959113
Kepler-1370,b,2016,284.565675,41.778484000000006,0.00017067863548345826,2454968.28245,0.00475,-0.00475,1,0.17854,2,0,1,Kepler,,,,,1.19,0.15,-0.09,1.29,0.46,-0.18,6202.0,115.03,-131.46,13.700999999999999,12.681,12.421,,,,0.16399999999999998,0.059000000000000004,-0.023,0.0127,,,,20.2641684,0.0001111,-0.0001111,,,,3.5706744842776637,1.8382728398739434,4.0364207637523695
Kepler-1370,c,2016,284.565675,41.778484000000006,8.10304690841865e-05,2454970.7455,0.00607,-0.00607,1,0.19712000000000002,2,0,1,Kepler,,,,,1.19,0.15,-0.09,1.29,0.46,-0.18,6202.0,115.03,-131.46,13.700999999999999,12.681,12.421,,,,0.113,0.05,-0.016,0.00678,,,,7.44142113,5.404e-05,-5.404e-05,,,,5.8273680261722625,1.266614822596071,2.154876596711895
Kepler-1371,b,2016,288.831383,47.551994,6.476515588883765e-05,2454965.23052,0.00391,-0.00391,1,0.08337,2,0,1,Kepler,,,,,0.87,0.04,-0.05,0.83,0.07,-0.06,5361.0,70.81,-74.06,13.850999999999999,12.536,12.123,,,,0.065,0.006999999999999999,-0.004,0.00099,,,,3.4462039,2.017e-05,-2.017e-05,,,,4.470676116093562,0.7285837475110143,0.31465012252872804
Kepler-1371,c,2016,288.831383,47.551994,4.980402165274166e-05,2454966.2455,0.0039299999999999995,-0.0039299999999999995,1,0.07492,2,0,1,Kepler,,,,,0.87,0.04,-0.05,0.83,0.07,-0.06,5361.0,70.81,-74.06,13.850999999999999,12.536,12.123,,,,0.057,0.006,-0.004,0.00062,,,,2.00541269,1.065e-05,-1.065e-05,,,,4.151883948298986,0.6389119016635049,0.19705361208869837
Kepler-1261,b,2016,285.23245,48.806721,0.0007267619394590756,2454974.4602900003,0.00486,-0.00486,1,0.15646,1,0,1,Kepler,,,,,0.82,0.03,-0.04,0.77,0.03,-0.03,5006.0,48.34,-44.49,15.605,14.109000000000002,13.633,,,,0.20199999999999999,0.012,-0.012,0.018,,,,48.4308991,0.0003144,-0.0003144,,,,2.708298193665987,2.264214107649613,5.720911318704146
Kepler-1262,b,2016,288.771814,42.213219,0.0002885683952852315,2454973.90699,0.00385,-0.00385,1,0.11812,1,0,1,Kepler,,,,,0.99,0.06,-0.06,0.98,0.17,-0.09,5771.0,101.71,-103.42,15.18,14.059000000000001,13.719000000000001,,,,0.162,0.028999999999999998,-0.015,0.0125,,,,8.67900242,3.79e-05,-3.79e-05,,,,3.646221543083726,1.8158548784120663,3.972855082433435
